index,text,label
12040,Need a leave for travel purposes.,0
12041,Doctor advised me to take rest due to illness.,1
12042,I have an appointment and need to take a leave.,0
12043,"Caught a bad cold, requesting a sick leave.",1
12044,Requesting leave for personal work.,0
12045,Doctor advised me to take rest due to illness.,1
12046,"Caught a bad cold, requesting a sick leave.",1
12047,I am feeling unwell and need a sick leave.,1
12048,Doctor advised me to take rest due to illness.,1
12049,Need a leave for travel purposes.,0
12050,Need a leave for travel purposes.,0
12051,"Caught a bad cold, requesting a sick leave.",1
12052,"Not feeling well, taking a day off.",1
12053,Doctor advised me to take rest due to illness.,1
12054,I am suffering from fever and can't attend work.,1
12055,I have an appointment and need to take a leave.,0
12056,"Not feeling well, taking a day off.",1
12057,I am feeling unwell and need a sick leave.,1
12058,"Not feeling well, taking a day off.",1
12059,Taking leave to handle urgent household work.,0
12060,"Not feeling well, taking a day off.",1
12061,I have a family function to attend.,0
12062,Doctor advised me to take rest due to illness.,1
12063,I am feeling unwell and need a sick leave.,1
12064,"Not feeling well, taking a day off.",1
12065,"Caught a bad cold, requesting a sick leave.",1
12066,"Not feeling well, taking a day off.",1
12067,"Caught a bad cold, requesting a sick leave.",1
12068,I have a family function to attend.,0
12069,I am suffering from fever and can't attend work.,1
12070,Need a leave for travel purposes.,0
12071,I have a family function to attend.,0
12072,I am suffering from fever and can't attend work.,1
12073,I have a family function to attend.,0
12074,I have an appointment and need to take a leave.,0
12075,I have a family function to attend.,0
12076,Taking leave to handle urgent household work.,0
12077,"Caught a bad cold, requesting a sick leave.",1
12078,Need a leave for travel purposes.,0
12079,I have a family function to attend.,0
12080,Need a leave for travel purposes.,0
12081,Need a leave for travel purposes.,0
12082,Need a leave for travel purposes.,0
12083,I have a family function to attend.,0
12084,I have a family function to attend.,0
12085,I have an appointment and need to take a leave.,0
12086,Need a leave for travel purposes.,0
12087,Requesting leave for personal work.,0
12088,Taking leave to handle urgent household work.,0
12089,Need a leave for travel purposes.,0
12090,Doctor advised me to take rest due to illness.,1
12091,I am feeling unwell and need a sick leave.,1
12092,Need a leave for travel purposes.,0
12093,I have an appointment and need to take a leave.,0
12094,I have an appointment and need to take a leave.,0
12095,Need a leave for travel purposes.,0
12096,"Not feeling well, taking a day off.",1
12097,I am feeling unwell and need a sick leave.,1
12098,I am feeling unwell and need a sick leave.,1
12099,Taking leave to handle urgent household work.,0
12100,Requesting leave for personal work.,0
12101,I am suffering from fever and can't attend work.,1
12102,Taking leave to handle urgent household work.,0
12103,I have an appointment and need to take a leave.,0
12104,I am feeling unwell and need a sick leave.,1
12105,I have a family function to attend.,0
12106,Taking leave to handle urgent household work.,0
12107,"Not feeling well, taking a day off.",1
12108,Need a leave for travel purposes.,0
12109,Taking leave to handle urgent household work.,0
12110,I am feeling unwell and need a sick leave.,1
12111,I have a family function to attend.,0
12112,I am suffering from fever and can't attend work.,1
12113,Taking leave to handle urgent household work.,0
12114,"Not feeling well, taking a day off.",1
12115,Taking leave to handle urgent household work.,0
12116,"Caught a bad cold, requesting a sick leave.",1
12117,Taking leave to handle urgent household work.,0
12118,I am suffering from fever and can't attend work.,1
12119,I have a family function to attend.,0
12120,I am feeling unwell and need a sick leave.,1
12121,"Not feeling well, taking a day off.",1
12122,Taking leave to handle urgent household work.,0
12123,I am feeling unwell and need a sick leave.,1
12124,Taking leave to handle urgent household work.,0
12125,I am suffering from fever and can't attend work.,1
12126,I have an appointment and need to take a leave.,0
12127,Taking leave to handle urgent household work.,0
12128,Requesting leave for personal work.,0
12129,Doctor advised me to take rest due to illness.,1
12130,I am feeling unwell and need a sick leave.,1
12131,"Not feeling well, taking a day off.",1
12132,I have an appointment and need to take a leave.,0
12133,I have a family function to attend.,0
12134,Taking leave to handle urgent household work.,0
12135,I am feeling unwell and need a sick leave.,1
12136,Requesting leave for personal work.,0
12137,"Not feeling well, taking a day off.",1
12138,"Caught a bad cold, requesting a sick leave.",1
12139,I have an appointment and need to take a leave.,0
12140,I am feeling unwell and need a sick leave.,1
12141,I am feeling unwell and need a sick leave.,1
12142,I have a family function to attend.,0
12143,Requesting leave for personal work.,0
12144,I have a family function to attend.,0
12145,I am feeling unwell and need a sick leave.,1
12146,I have a family function to attend.,0
12147,Requesting leave for personal work.,0
12148,Requesting leave for personal work.,0
12149,"Not feeling well, taking a day off.",1
12150,Doctor advised me to take rest due to illness.,1
12151,"Caught a bad cold, requesting a sick leave.",1
12152,Taking leave to handle urgent household work.,0
12153,"Not feeling well, taking a day off.",1
12154,I am suffering from fever and can't attend work.,1
12155,"Caught a bad cold, requesting a sick leave.",1
12156,Doctor advised me to take rest due to illness.,1
12157,I have a family function to attend.,0
12158,"Not feeling well, taking a day off.",1
12159,I am suffering from fever and can't attend work.,1
12160,Requesting leave for personal work.,0
12161,"Caught a bad cold, requesting a sick leave.",1
12162,Doctor advised me to take rest due to illness.,1
12163,I have an appointment and need to take a leave.,0
12164,Taking leave to handle urgent household work.,0
12165,I have an appointment and need to take a leave.,0
12166,I have a family function to attend.,0
12167,I am feeling unwell and need a sick leave.,1
12168,Requesting leave for personal work.,0
12169,I have an appointment and need to take a leave.,0
12170,Requesting leave for personal work.,0
12171,"Caught a bad cold, requesting a sick leave.",1
12172,"Not feeling well, taking a day off.",1
12173,"Not feeling well, taking a day off.",1
12174,Need a leave for travel purposes.,0
12175,I am suffering from fever and can't attend work.,1
12176,"Caught a bad cold, requesting a sick leave.",1
12177,"Caught a bad cold, requesting a sick leave.",1
12178,I am feeling unwell and need a sick leave.,1
12179,I am suffering from fever and can't attend work.,1
12180,I have an appointment and need to take a leave.,0
12181,"Not feeling well, taking a day off.",1
12182,I am feeling unwell and need a sick leave.,1
12183,I am suffering from fever and can't attend work.,1
12184,I am suffering from fever and can't attend work.,1
12185,Requesting leave for personal work.,0
12186,Taking leave to handle urgent household work.,0
12187,I have an appointment and need to take a leave.,0
12188,"Caught a bad cold, requesting a sick leave.",1
12189,Requesting leave for personal work.,0
12190,Taking leave to handle urgent household work.,0
12191,I am feeling unwell and need a sick leave.,1
12192,"Caught a bad cold, requesting a sick leave.",1
12193,Taking leave to handle urgent household work.,0
12194,"Not feeling well, taking a day off.",1
12195,Need a leave for travel purposes.,0
12196,Need a leave for travel purposes.,0
12197,I am suffering from fever and can't attend work.,1
12198,I am feeling unwell and need a sick leave.,1
12199,I am feeling unwell and need a sick leave.,1
12200,I am suffering from fever and can't attend work.,1
12201,I am feeling unwell and need a sick leave.,1
12202,Taking leave to handle urgent household work.,0
12203,Requesting leave for personal work.,0
12204,"Not feeling well, taking a day off.",1
12205,"Caught a bad cold, requesting a sick leave.",1
12206,"Caught a bad cold, requesting a sick leave.",1
12207,Taking leave to handle urgent household work.,0
12208,Doctor advised me to take rest due to illness.,1
12209,"Not feeling well, taking a day off.",1
12210,"Not feeling well, taking a day off.",1
12211,Doctor advised me to take rest due to illness.,1
12212,I am suffering from fever and can't attend work.,1
12213,"Caught a bad cold, requesting a sick leave.",1
12214,"Caught a bad cold, requesting a sick leave.",1
12215,I have a family function to attend.,0
12216,"Not feeling well, taking a day off.",1
12217,I have an appointment and need to take a leave.,0
12218,I have an appointment and need to take a leave.,0
12219,"Caught a bad cold, requesting a sick leave.",1
12220,I am suffering from fever and can't attend work.,1
12221,I have an appointment and need to take a leave.,0
12222,"Not feeling well, taking a day off.",1
12223,"Caught a bad cold, requesting a sick leave.",1
12224,Need a leave for travel purposes.,0
12225,Doctor advised me to take rest due to illness.,1
12226,"Caught a bad cold, requesting a sick leave.",1
12227,Need a leave for travel purposes.,0
12228,Need a leave for travel purposes.,0
12229,Need a leave for travel purposes.,0
12230,Taking leave to handle urgent household work.,0
12231,"Not feeling well, taking a day off.",1
